rsq,set_name,column,is_baseline,spearman_abs_rho,permutation_r2_drop,ablation_r2_drop,average_rank
RSQ1,nested_set5_all_ungated,gwa_weibull_k_10m,False,0.05832090915007795,0.004439922678119768,0.05540475309647186,15.333333333333334
RSQ1,nested_set5_all_ungated,gwa_weibull_a_50m,False,0.243688046076791,-0.0030111811472832706,0.02342519803352172,13.666666666666666
RSQ1,nested_set5_all_ungated,gwa_weibull_k_50m,False,0.20209926351380128,0.007714717703834917,0.0757488238429519,8.333333333333334
RSQ1,nested_set5_all_ungated,dist_to_cpmt_boundary,False,0.09656901822890822,0.016945695218357315,0.030031007296619894,11.0
RSQ1,nested_set5_all_ungated,dist_to_forest_perimeter,False,0.0522718087096918,-0.0008667709452533368,0.008906050421650824,23.666666666666668
RSQ1,nested_set5_all_ungated,dist_to_scpt_boundary,False,0.11746802811017686,0.008252889643059591,0.11455816124582696,9.0
RSQ1,nested_set5_all_ungated,dist_to_block_boundary,False,0.09804332706989151,0.010670502982285335,0.02251338726017371,13.333333333333334
RSQ1,nested_set5_all_ungated,cpmt_compactness_ratio,False,0.1558628785853159,-0.0017876998452437398,0.031492237618969354,15.0
RSQ1,nested_set5_all_ungated,dist_to_road,False,0.324705857191776,-0.017731048091292556,-0.03988445816285702,22.0
RSQ1,nested_set5_all_ungated,dist_to_watercourse,False,0.10927818992545772,0.0035609514878833792,0.013152826652628291,18.0
RSQ1,nested_set5_all_ungated,gwa_wind_speed_10m,False,0.12883592245815365,0.006254933566406384,-0.004986708298221565,17.666666666666668
RSQ1,nested_set5_all_ungated,soilgrids_ph,False,0.2085693915602882,0.0005894826258066033,-0.016552919506027886,19.0
RSQ1,nested_set5_all_ungated,ceh_twi,False,0.11766505472226632,0.0026431608335754087,0.01383666513077586,17.0
RSQ1,nested_set5_all_ungated,chelsa_gdd5_degc,False,0.21644421967991428,0.011249459593203781,-0.024123444304851027,14.333333333333334
RSQ1,nested_set5_all_ungated,chelsa_bio12_precip_mm,False,0.2198502841977525,0.0038621572432253615,-0.01388983907176411,16.666666666666668
RSQ1,nested_set5_all_ungated,tas_mean,False,0.19992421272992764,0.008177189365598747,0.020646715612033795,11.333333333333334
RSQ1,nested_set5_all_ungated,groundfrost_mean,False,0.017304474062260485,-1.0786245658089832e-05,0.10794051787801473,19.333333333333332
